EMPRESA;MODELO;DES_MODELO;FAMILIA;DES_FAMILIA;MARCA
5;9BW3834             ;GOL 1,0                                 ;99;CONVERSAO                     ;VW  
5;9BW0753             ;FOX 1.6 PLUS                            ;99;CONVERSAO                     ;VW  
5;9BW0257             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;5Z7LE6              ;SPACEFOX TREND I MOTION                 ;99;CONVERSAO                     ;VW  
5;KMH4802             ;HYUNDAI TUCSON GL 20L                   ;99;CONVERSAO                     ;VW  
5;9BW8321             ;CROSSFOX                                ;99;CONVERSAO                     ;VW  
5;9BG1310             ;CELTA LIFE                              ;99;CONVERSAO                     ;VW  
5;9BW2545             ;NOVO GOL 1.0                            ;99;CONVERSAO                     ;VW  
5;9C24232             ;NXR 150 BRAS MIX ES                     ;99;CONVERSAO                     ;VW  
5;WVG0353             ;TIGUAN 2.0                              ;21;TIGUAN                        ;VW  
5;9BW8724             ;GOL 1.6 RALLYE                          ;99;CONVERSAO                     ;VW  
5;9BW5378             ;VW/ VOYAGE 1.0                          ;99;CONVERSAO                     ;VW  
5;9BW2533             ;GOL 1.6 POWER                           ;99;CONVERSAO                     ;VW  
5;KNA2205             ;SPORTAGE                                ;99;CONVERSAO                     ;VW  
5;9BD5987             ;LINEA ESSENCE 1.8                       ;50;USADOS FIAT                   ;FIAT
5;KNA3803             ;PICANTO EX 1.0 12V AUT                  ;99;CONVERSAO                     ;VW  
5;95P3104             ;HR                                      ;99;CONVERSAO                     ;VW  
5;9BW0798             ;NOVO GOL 1.0                            ;99;CONVERSAO                     ;VW  
5;9BW7598             ;POLO 1.6                                ;99;CONVERSAO                     ;VW  
5;9C6KJ0              ;YAMAHA - XJ6                            ;99;CONVERSAO                     ;VW  
5;9BW0265             ;GOL 16V                                 ;99;CONVERSAO                     ;VW  
5;9BD1358             ;PALIO FIRE FLEX                         ;99;CONVERSAO                     ;VW  
5;KNA6595             ;KIA SOUL 1.0                            ;99;CONVERSAO                     ;VW  
5;KNA8694             ;KIA SOUL EX 1.6                         ;99;CONVERSAO                     ;VW  
5;KNA9883             ;SORENTO EX2 2.4                         ;99;CONVERSAO                     ;VW  
5;9BW4973             ;FOX EXTREME                             ;99;CONVERSAO                     ;VW  
5;9BG8065             ;CORSA SEDAN                             ;99;CONVERSAO                     ;VW  
5;9BW32200            ;VOYAGE 1.6                              ;99;CONVERSAO                     ;VW  
5;9BW8182             ;SAVEIRO 1.6                             ;99;CONVERSAO                     ;VW  
5;9BW8228             ;VW GOL 1.0 G4                           ;99;CONVERSAO                     ;VW  
5;9BD9489             ;PALIO FIRE WAY                          ;50;USADOS FIAT                   ;FIAT
5;9BW2870             ;GOL 1.0 16V 4P                          ;99;CONVERSAO                     ;VW  
5;94J5340             ;MOTOCICLETA MAX SED 125CC               ;99;CONVERSAO                     ;VW  
5;8AW3347             ;SPACEFOX SPORTLINE                      ;99;CONVERSAO                     ;VW  
5;5Z31R43             ;FOX 1.0                                 ;99;CONVERSAO                     ;VW  
5;3VW3851             ;JETTA 2.0                               ;99;CONVERSAO                     ;VW  
5;3FA6782             ;FUSION V6                               ;99;CONVERSAO                     ;VW  
5;9BD3713             ;FIAT PALIO ELX                          ;99;CONVERSAO                     ;VW  
5;9BW1710             ;VOYAGE 1.6                              ;99;CONVERSAO                     ;VW  
5;9BW5405             ;VW/GOL 1.6 COPA                         ;99;CONVERSAO                     ;VW  
5;9BW8168             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW2882             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW9071             ;GOL 1.6 TOTAL FLEX                      ;99;CONVERSAO                     ;VW  
5;KNA6362             ;MOHAVE                                  ;99;CONVERSAO                     ;VW  
5;9BW1425             ;VOYAGE COMFORTLINE                      ;99;CONVERSAO                     ;VW  
5;9BW2418             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BG9509             ;CELTA LIFE                              ;99;CONVERSAO                     ;VW  
5;9BW9699             ;VW/ CROSSFOX                            ;99;CONVERSAO                     ;VW  
5;9BW7341             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW8556             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;94D6742             ;LIVINA XGEAR 16SL                       ;99;CONVERSAO                     ;VW  
5;93Y0827             ;SANDERO STEWAY                          ;99;CONVERSAO                     ;VW  
5;9C29612             ;CG 150 FAN ESI                          ;99;CONVERSAO                     ;VW  
5;9BW6356             ;PARATI 1.6                              ;99;CONVERSAO                     ;VW  
5;94J36082            ;MAX SED 125CC                           ;99;CONVERSAO                     ;VW  
5;9BW4997             ;NOVO GOL 1.0                            ;99;CONVERSAO                     ;VW  
5;9BR5887             ;COROLLA XLI                             ;54;USADOS TOYOTA                 ;TOYO
5;WV14384             ;AMAROK HIGHLINE                         ;99;CONVERSAO                     ;VW  
5;KN6910              ;PICANTO EX2 1.0                         ;99;CONVERSAO                     ;VW  
5;9BW4273             ;POLO SEDAN 1.6                          ;99;CONVERSAO                     ;VW  
5;9BW6173             ;NOVO GOL 1.0                            ;99;CONVERSAO                     ;VW  
5;9BW8708             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;8AG1432             ;CORSA CLASSIC                           ;99;CONVERSAO                     ;VW  
5;KNA0432             ;SPORTAGE LX                             ;99;CONVERSAO                     ;VW  
5;9BW1151             ;GOL 1.0 G5 TREND                        ;99;CONVERSAO                     ;VW  
5;9BW2175             ;KOMBI                                   ;99;CONVERSAO                     ;VW  
5;9BW8470             ;KOMBI                                   ;99;CONVERSAO                     ;VW  
5;9BW4581             ;VW/ VOYAGE 1.0                          ;99;CONVERSAO                     ;VW  
5;93X4325             ;TRITON 3.2                              ;99;CONVERSAO                     ;VW  
5;9B1619              ;CROSSFOX                                ;99;CONVERSAO                     ;VW  
5;9BW5299             ;VOYAGE 1.0                              ;99;CONVERSAO                     ;VW  
5;8AW2052             ;VW/SPACEFOX 1.6                         ;99;CONVERSAO                     ;VW  
5;9BW6260             ;VW/GOL 1.0 GIV                          ;99;CONVERSAO                     ;VW  
5;9BR0016             ;COROLA                                  ;99;CONVERSAO                     ;VW  
5;KNA4905             ;CERATO EX 1.6                           ;99;CONVERSAO                     ;VW  
5;9BW4202             ;GOL 1.6 RALLYE                          ;99;CONVERSAO                     ;VW  
5;9BW9031             ;PARATI TRACKFIELD                       ;99;CONVERSAO                     ;VW  
5;9BG7601             ;S10 TORNADO                             ;99;CONVERSAO                     ;VW  
5;9BG1874             ;CORSA CLASSIC                           ;99;CONVERSAO                     ;VW  
5;9BG0809             ;CORSA HATCH                             ;99;CONVERSAO                     ;VW  
5;9BW9291             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9C20923             ;BIZ 125 ES                              ;99;CONVERSAO                     ;VW  
5;1623H31             ;JETTA 2.0                               ;99;CONVERSAO                     ;VW  
5;9BG3752             ;CELTA SUPER                             ;99;CONVERSAO                     ;VW  
5;9BW6899             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9C21569             ;HONDA CB 300R                           ;99;CONVERSAO                     ;VW  
5;9BW9802             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BG0168             ;GM/PRISMA MAXX                          ;99;CONVERSAO                     ;VW  
5;9BD1883             ;PALIO FIRE FLEX                         ;99;CONVERSAO                     ;VW  
5;9BG4854             ;CELTA 4P LIFE                           ;99;CONVERSAO                     ;VW  
5;9BW1717             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW0760             ;GOL 1.6 POWER                           ;99;CONVERSAO                     ;VW  
5;9BW1766             ;POLO SEDAN 1.6                          ;99;CONVERSAO                     ;VW  
5;KN5729              ;PICANTO EX3 1.0                         ;99;CONVERSAO                     ;VW  
5;9BW7002             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW9295             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW7655             ;CROSSFOX GII                            ;99;CONVERSAO                     ;VW  
5;8AW9081             ;SPACECROSS                              ;99;CONVERSAO                     ;VW  
5;9BD0106             ;UNO MILLE FIRE                          ;99;CONVERSAO                     ;VW  
5;9C26223             ;NXR150 BROS ESD                         ;99;CONVERSAO                     ;VW  
5;9BW4187             ;GOL 1.0                                 ;99;CONVERSAO                     ;VW  
5;9BW4368             ;POLO SEDAN 1.6 I-MOTION                 ;99;CONVERSAO                     ;VW  
5;9BW2413             ;GOLF 1.6 SPORTLINE                      ;99;CONVERSAO                     ;VW  
